perturb_level,best_accs
1,0.9923857868020305
2,0.9923857868020305
3,0.9923857868020305
4,0.9885786802030457
5,0.9860406091370558
6,0.9822335025380711
7,0.9758883248730964
8,0.9733502538071066
9,0.9708121827411168
10,0.9682741116751269
