,c,50,100,150,200,250,300
0,0.5,0.8005029337803856,0.8440905280804694,0.8608549874266554,0.8826487845766974,0.914501257334451,0.9237217099748533
1,2.5,0.8038558256496228,0.8466051969823973,0.8600167644593462,0.8876781223805532,0.9161777032690696,0.9312657166806371
2,4.5,0.8030176026823135,0.8466051969823973,0.8591785414920369,0.8885163453478625,0.9161777032690696,0.9337803855825649
3,6.5,0.8013411567476949,0.8466051969823973,0.8600167644593462,0.8868398994132439,0.9161777032690696,0.9321039396479464
4,8.5,0.8021793797150042,0.8466051969823973,0.8600167644593462,0.8876781223805532,0.9170159262363788,0.9321039396479464
5,10.5,0.8013411567476949,0.8466051969823973,0.8591785414920369,0.8876781223805532,0.9161777032690696,0.9312657166806371
6,12.5,0.8013411567476949,0.8466051969823973,0.8591785414920369,0.8876781223805532,0.9170159262363788,0.9321039396479464
7,14.5,0.8013411567476949,0.8466051969823973,0.8600167644593462,0.8876781223805532,0.9178541492036881,0.9312657166806371
8,16.5,0.8013411567476949,0.845766974015088,0.8600167644593462,0.8876781223805532,0.9170159262363788,0.9312657166806371
9,18.5,0.8021793797150042,0.845766974015088,0.8591785414920369,0.8876781223805532,0.9170159262363788,0.9312657166806371
10,20.5,0.8013411567476949,0.845766974015088,0.8591785414920369,0.8876781223805532,0.9170159262363788,0.9321039396479464
11,22.5,0.8013411567476949,0.8466051969823973,0.8591785414920369,0.8876781223805532,0.9178541492036881,0.9321039396479464
12,24.5,0.8013411567476949,0.8466051969823973,0.8591785414920369,0.8876781223805532,0.9178541492036881,0.9337803855825649
13,26.5,0.8013411567476949,0.845766974015088,0.8591785414920369,0.8876781223805532,0.9178541492036881,0.9321039396479464
14,28.5,0.8013411567476949,0.8466051969823973,0.8591785414920369,0.8885163453478625,0.9170159262363788,0.9329421626152556
15,30.5,0.8013411567476949,0.8466051969823973,0.8591785414920369,0.8876781223805532,0.9170159262363788,0.9337803855825649
16,32.5,0.8013411567476949,0.845766974015088,0.8591785414920369,0.8876781223805532,0.9170159262363788,0.9329421626152556
17,34.5,0.8021793797150042,0.845766974015088,0.8591785414920369,0.8876781223805532,0.9178541492036881,0.9337803855825649
18,36.5,0.8013411567476949,0.845766974015088,0.8591785414920369,0.8876781223805532,0.9178541492036881,0.9329421626152556
19,38.5,0.8013411567476949,0.845766974015088,0.8591785414920369,0.8876781223805532,0.9178541492036881,0.9329421626152556
20,40.5,0.8013411567476949,0.845766974015088,0.8591785414920369,0.8885163453478625,0.9178541492036881,0.9329421626152556
21,42.5,0.8021793797150042,0.845766974015088,0.8600167644593462,0.8876781223805532,0.9178541492036881,0.9329421626152556
22,44.5,0.8013411567476949,0.845766974015088,0.8591785414920369,0.8885163453478625,0.9170159262363788,0.9337803855825649
23,46.5,0.8013411567476949,0.8466051969823973,0.8591785414920369,0.8876781223805532,0.9178541492036881,0.9329421626152556
24,48.5,0.8013411567476949,0.8466051969823973,0.8591785414920369,0.8885163453478625,0.9178541492036881,0.9329421626152556
25,50.5,0.8013411567476949,0.845766974015088,0.8591785414920369,0.8876781223805532,0.9170159262363788,0.9329421626152556
26,52.5,0.8013411567476949,0.845766974015088,0.8591785414920369,0.8876781223805532,0.9178541492036881,0.9329421626152556
27,54.5,0.8013411567476949,0.8466051969823973,0.8591785414920369,0.8876781223805532,0.9178541492036881,0.9329421626152556
28,56.5,0.8013411567476949,0.8466051969823973,0.8591785414920369,0.8885163453478625,0.9178541492036881,0.9329421626152556
29,58.5,0.8013411567476949,0.8466051969823973,0.8600167644593462,0.8876781223805532,0.9178541492036881,0.9329421626152556
30,60.5,0.8013411567476949,0.845766974015088,0.8591785414920369,0.8876781223805532,0.9178541492036881,0.9329421626152556
31,62.5,0.8013411567476949,0.845766974015088,0.8591785414920369,0.8876781223805532,0.9170159262363788,0.9329421626152556
32,64.5,0.8013411567476949,0.845766974015088,0.8600167644593462,0.8876781223805532,0.9178541492036881,0.9337803855825649
33,66.5,0.8021793797150042,0.8466051969823973,0.8591785414920369,0.8876781223805532,0.9170159262363788,0.9329421626152556
34,68.5,0.8021793797150042,0.845766974015088,0.8591785414920369,0.8876781223805532,0.9178541492036881,0.9329421626152556
35,70.5,0.8013411567476949,0.8466051969823973,0.8591785414920369,0.8876781223805532,0.9170159262363788,0.9329421626152556
36,72.5,0.8013411567476949,0.8466051969823973,0.8591785414920369,0.8876781223805532,0.9178541492036881,0.9329421626152556
37,74.5,0.8021793797150042,0.845766974015088,0.8591785414920369,0.8876781223805532,0.9161777032690696,0.9329421626152556
38,76.5,0.8013411567476949,0.8466051969823973,0.8591785414920369,0.8885163453478625,0.9170159262363788,0.9329421626152556
39,78.5,0.8013411567476949,0.8466051969823973,0.8591785414920369,0.8876781223805532,0.9161777032690696,0.9321039396479464
40,80.5,0.8021793797150042,0.8466051969823973,0.8591785414920369,0.8876781223805532,0.9161777032690696,0.9321039396479464
41,82.5,0.8013411567476949,0.845766974015088,0.8591785414920369,0.8876781223805532,0.9161777032690696,0.9337803855825649
42,84.5,0.8013411567476949,0.8466051969823973,0.8591785414920369,0.8876781223805532,0.9161777032690696,0.9329421626152556
43,86.5,0.8013411567476949,0.8466051969823973,0.8583403185247276,0.8876781223805532,0.9161777032690696,0.9321039396479464
44,88.5,0.8013411567476949,0.845766974015088,0.8591785414920369,0.8876781223805532,0.9161777032690696,0.9329421626152556
45,90.5,0.8013411567476949,0.8466051969823973,0.8591785414920369,0.8876781223805532,0.9161777032690696,0.9329421626152556
46,92.5,0.8021793797150042,0.8466051969823973,0.8575020955574183,0.8876781223805532,0.9161777032690696,0.9321039396479464
47,94.5,0.8013411567476949,0.8466051969823973,0.8591785414920369,0.8876781223805532,0.9161777032690696,0.9321039396479464
48,96.5,0.8021793797150042,0.8466051969823973,0.8591785414920369,0.8876781223805532,0.9161777032690696,0.9321039396479464
49,98.5,0.8013411567476949,0.845766974015088,0.8591785414920369,0.8876781223805532,0.9161777032690696,0.9321039396479464
