perturb_level,best_accs
1,0.7993365113880293
2,0.8060757386600084
3,0.7897101484905104
4,0.7658924798614377
5,0.7269191146028904
6,0.671486195524788
7,0.5652044165920621
8,0.4080251259002545
9,0.3571640462770691
10,0.4981132075471698
