perturb_level,best_accs
1,0.7993365113880293
2,0.7578415298295338
3,0.7475944745282546
4,0.7295578944303723
5,0.6796004464054343
6,0.6437625547769477
7,0.6366654885391976
8,0.5925837137048828
9,0.609139873626513
10,0.5789298443663669
