perturb_level,best_accs
1,0.9923857868020305
2,0.9898477157360406
3,0.9873096446700508
4,0.9898477157360406
5,0.9885786802030457
6,0.9873096446700508
7,0.9809644670050761
8,0.9784263959390863
9,0.9720812182741116
10,0.9187817258883249
