perturb_level,best_accs
1,0.9923857868020305
2,0.9593908629441624
3,0.9251269035532995
4,0.8794416243654822
5,0.8413705583756346
6,0.8071065989847716
7,0.7766497461928934
8,0.7373096446700508
9,0.7119289340101523
10,0.6700507614213198
