perturb_level,best_accs
1,0.8177582522401886
2,0.8081567039242592
3,0.8139795544545819
4,0.7918817446525498
5,0.7919108550195422
6,0.8169119513359805
7,0.802061676685692
8,0.8069484115925875
9,0.8073092608474962
10,0.8049934768713499
