perturb_level,best_accs
1,0.9911392405063291
2,0.9518987341772152
3,0.9164556962025316
4,0.9063291139240506
5,0.8683544303797468
6,0.8556962025316456
7,0.839240506329114
8,0.8240506329113924
9,0.8379746835443038
10,0.8113924050632911
