perturb_level,best_accs
1,0.8041407925148283
2,0.8071145566503576
3,0.8018928031006929
4,0.7869265383051203
5,0.79922419460881
6,0.7950535158790137
7,0.8000830154020065
8,0.8115189283892573
9,0.8011848256664644
10,0.8054691053068067
