perturb_level,best_accs
1,0.7993365113880293
2,0.7851019357183969
3,0.7836786434197128
4,0.7856304832683983
5,0.7979086906213355
6,0.7720420938244028
7,0.772156082227396
8,0.754764388833334
9,0.75258877715678
10,0.7333850849491012
