perturb_level,best_accs
1,0.8266818539768253
2,0.8232549650899426
3,0.8233336916038525
4,0.8144460028050491
5,0.8151571943962892
6,0.8172853555540925
7,0.824113087009243
8,0.8256688091310695
9,0.8241009993935835
10,0.8210769009078246
