,c,50,100,150,200,250,300
0,0.5,0.7694278394534586,0.8257899231426131,0.852263023057216,0.8642186165670367,0.9060631938514091,0.9265584970111016
1,2.5,0.7728437233134073,0.829205807002562,0.8531169940222032,0.8625106746370623,0.9017933390264731,0.9359521776259607
2,4.5,0.7728437233134073,0.8300597779675492,0.8539709649871904,0.8642186165670367,0.9043552519214346,0.9393680614859095
3,6.5,0.7728437233134073,0.8300597779675492,0.8539709649871904,0.8650725875320239,0.9060631938514091,0.9436379163108455
4,8.5,0.7745516652433817,0.829205807002562,0.8539709649871904,0.8642186165670367,0.9052092228864219,0.9427839453458582
5,10.5,0.7745516652433817,0.8300597779675492,0.8556789069171649,0.8633646456020495,0.9043552519214346,0.9444918872758327
6,12.5,0.7745516652433817,0.829205807002562,0.8548249359521777,0.8642186165670367,0.9043552519214346,0.9444918872758327
7,14.5,0.7745516652433817,0.829205807002562,0.8548249359521777,0.8642186165670367,0.9052092228864219,0.9453458582408198
8,16.5,0.7736976942783945,0.829205807002562,0.8548249359521777,0.8650725875320239,0.9052092228864219,0.9444918872758327
9,18.5,0.7728437233134073,0.829205807002562,0.8556789069171649,0.8633646456020495,0.9052092228864219,0.946199829205807
10,20.5,0.7745516652433817,0.829205807002562,0.8556789069171649,0.8650725875320239,0.9043552519214346,0.9453458582408198
11,22.5,0.7736976942783945,0.829205807002562,0.856532877882152,0.8642186165670367,0.9052092228864219,0.9444918872758327
12,24.5,0.7736976942783945,0.829205807002562,0.8548249359521777,0.8642186165670367,0.9043552519214346,0.9436379163108455
13,26.5,0.7736976942783945,0.829205807002562,0.8539709649871904,0.8642186165670367,0.9043552519214346,0.9436379163108455
14,28.5,0.7736976942783945,0.829205807002562,0.8556789069171649,0.8642186165670367,0.9043552519214346,0.9436379163108455
15,30.5,0.7745516652433817,0.829205807002562,0.8548249359521777,0.8642186165670367,0.9052092228864219,0.9436379163108455
16,32.5,0.7745516652433817,0.829205807002562,0.8539709649871904,0.8650725875320239,0.9043552519214346,0.9453458582408198
17,34.5,0.7736976942783945,0.829205807002562,0.8556789069171649,0.8659265584970111,0.9052092228864219,0.9453458582408198
18,36.5,0.7736976942783945,0.8283518360375747,0.8548249359521777,0.8642186165670367,0.9052092228864219,0.9453458582408198
19,38.5,0.7745516652433817,0.829205807002562,0.8531169940222032,0.8642186165670367,0.9043552519214346,0.9444918872758327
20,40.5,0.7736976942783945,0.829205807002562,0.856532877882152,0.8642186165670367,0.9043552519214346,0.9444918872758327
21,42.5,0.7736976942783945,0.829205807002562,0.8556789069171649,0.8633646456020495,0.9052092228864219,0.9436379163108455
22,44.5,0.7728437233134073,0.829205807002562,0.8531169940222032,0.8642186165670367,0.9043552519214346,0.9427839453458582
23,46.5,0.7719897523484202,0.829205807002562,0.8539709649871904,0.8633646456020495,0.9052092228864219,0.9427839453458582
24,48.5,0.7728437233134073,0.829205807002562,0.856532877882152,0.8633646456020495,0.9052092228864219,0.9427839453458582
25,50.5,0.7745516652433817,0.829205807002562,0.8556789069171649,0.8642186165670367,0.9043552519214346,0.9436379163108455
26,52.5,0.7736976942783945,0.829205807002562,0.8531169940222032,0.8642186165670367,0.9043552519214346,0.9427839453458582
27,54.5,0.7719897523484202,0.829205807002562,0.8556789069171649,0.8642186165670367,0.9043552519214346,0.9436379163108455
28,56.5,0.7736976942783945,0.829205807002562,0.8556789069171649,0.8650725875320239,0.9052092228864219,0.9444918872758327
29,58.5,0.7719897523484202,0.829205807002562,0.8556789069171649,0.8642186165670367,0.9052092228864219,0.9444918872758327
