perturb_level,best_accs
1,0.9923857868020305
2,0.9771573604060914
3,0.9720812182741116
4,0.9657360406091371
5,0.9593908629441624
6,0.9581218274111675
7,0.9416243654822335
8,0.932741116751269
9,0.9263959390862944
10,0.9149746192893401
