perturb_level,best_accs
1,0.9911392405063291
2,0.970886075949367
3,0.9531645569620253
4,0.9177215189873418
5,0.8886075949367088
6,0.8607594936708861
7,0.8240506329113924
8,0.7911392405063291
9,0.7443037974683544
10,0.7164556962025317
