perturb_level,best_accs
1,0.8235501862146146
2,0.8247869706840391
3,0.7915512042677344
4,0.7493016083494118
5,0.7049834589936913
6,0.6245250006834523
7,0.5224801578198834
8,0.4120624663435649
9,0.367110104726861
10,0.4956843403205919
