perturb_level,best_accs
1,0.8010685001509837
2,0.8015947706358221
3,0.7996451929668538
4,0.7928676020833719
5,0.7905732140532297
6,0.792039378924258
7,0.8008381037901747
8,0.8017141729397502
9,0.799720126321363
10,0.8020906355360353
