train_loss,train_acc,val_loss,val_acc,best_acc,runtime(s)
0.9940024583545035,0.8030176026823135,0.09640858196482334,0.9803439803439803,0.995085995085995,2945.726718187332
0.5957789174238125,0.8885163453478625,0.06955011322304953,0.9828009828009828,0.995085995085995,2945.726718187332
0.4135821106713281,0.9161777032690696,0.09600988716832658,0.9828009828009828,0.995085995085995,2945.726718187332
0.2902157441662173,0.9321039396479464,0.06343400828152912,0.9901719901719902,0.995085995085995,2945.726718187332
0.6809653516808855,0.8792958927074602,0.09624810527292875,0.9877149877149877,0.995085995085995,2945.726718187332
0.9169413910902355,0.86756077116513,0.360163513580177,0.9312039312039312,0.995085995085995,2945.726718187332
0.7611128494880425,0.8960603520536463,0.22832513934558546,0.972972972972973,0.995085995085995,2945.726718187332
0.36496948578831334,0.9396479463537301,0.09078145500266604,0.9852579852579852,0.995085995085995,2945.726718187332
0.3767824507812592,0.9354568315171836,0.07868800216278825,0.9926289926289926,0.995085995085995,2945.726718187332
0.7177234035350651,0.8910310142497905,0.26557067040289895,0.9680589680589681,0.995085995085995,2945.726718187332
0.5487232399606345,0.9195305951383068,0.09809295623781103,0.9852579852579852,0.995085995085995,2945.726718187332
0.5532068256085796,0.9069572506286673,0.08649340748851021,0.9877149877149877,0.995085995085995,2945.726718187332
1.054414022820069,0.8851634534786254,0.8980636880790279,0.9066339066339066,0.995085995085995,2945.726718187332
0.873235472077496,0.8977367979882649,0.18954153923632228,0.9828009828009828,0.995085995085995,2945.726718187332
0.3922402884566037,0.9362950544844929,0.08978935260314592,0.9877149877149877,0.995085995085995,2945.726718187332
0.43226434904316946,0.9337803855825649,0.1387404098866378,0.9852579852579852,0.995085995085995,2945.726718187332
0.41949262993983233,0.9312657166806371,0.08781971963105648,0.9901719901719902,0.995085995085995,2945.726718187332
0.5150145469959404,0.9153394803017603,0.29409454421855236,0.9631449631449631,0.995085995085995,2945.726718187332
0.6572872502580972,0.9253981559094719,0.12725319110795963,0.9828009828009828,0.995085995085995,2945.726718187332
0.4433273037541142,0.9270746018440905,0.0879533465407481,0.9877149877149877,0.995085995085995,2945.726718187332
0.362563227634617,0.9388097233864208,0.091252766127775,0.9901719901719902,0.995085995085995,2945.726718187332
0.9283233741509095,0.8868398994132439,1.2135394140894935,0.8722358722358723,0.995085995085995,2945.726718187332
0.7697816359945585,0.9027661357921207,0.10878253304273816,0.9778869778869779,0.995085995085995,2945.726718187332
0.46249871453290226,0.9329421626152556,0.06348321033745924,0.9901719901719902,0.995085995085995,2945.726718187332
0.39684414913470345,0.9404861693210393,0.05636842045582876,0.9877149877149877,0.995085995085995,2945.726718187332
0.37696785828268836,0.9362950544844929,0.07218982001799834,0.9877149877149877,0.995085995085995,2945.726718187332
0.3356342736572302,0.9430008382229673,0.08479479894885601,0.9852579852579852,0.995085995085995,2945.726718187332
0.3916651834843076,0.9396479463537301,0.09662494795345755,0.9877149877149877,0.995085995085995,2945.726718187332
0.41521146485998867,0.9371332774518022,0.0875452434076214,0.9877149877149877,0.995085995085995,2945.726718187332
0.5187617629354278,0.9245599329421627,0.1738484451262343,0.9778869778869779,0.995085995085995,2945.726718187332
0.5755684087669659,0.9212070410729254,0.09917083664788187,0.9877149877149877,0.995085995085995,2945.726718187332
0.3282425194644593,0.9337803855825649,0.1449055434238962,0.9803439803439803,0.995085995085995,2945.726718187332
0.520261677311482,0.9203688181056161,0.11770987205005905,0.9852579852579852,0.995085995085995,2945.726718187332
0.5594021727683058,0.9237217099748533,0.27382353395443865,0.9656019656019657,0.995085995085995,2945.726718187332
0.3528206182714652,0.9379715004191115,0.06440585329485629,0.9926289926289926,0.995085995085995,2945.726718187332
0.5875225399588824,0.9153394803017603,0.07481687450111985,0.9901719901719902,0.995085995085995,2945.726718187332
0.7547516141575508,0.9178541492036881,0.0782136493522923,0.9901719901719902,0.995085995085995,2945.726718187332
0.6695599898005846,0.9186923721709975,0.05205856626883805,0.9926289926289926,0.995085995085995,2945.726718187332
0.5262131143114642,0.9253981559094719,0.46664408779261446,0.9262899262899262,0.995085995085995,2945.726718187332
0.8970533764272404,0.9002514668901928,0.11116409440052047,0.9901719901719902,0.995085995085995,2945.726718187332
0.4494903185963006,0.9362950544844929,0.07003177914403645,0.9901719901719902,0.995085995085995,2945.726718187332
0.39930010839819274,0.9337803855825649,0.08659374541047384,0.9926289926289926,0.995085995085995,2945.726718187332
1.4857465190264925,0.8692372170997485,1.6800228741010812,0.8402948402948403,0.995085995085995,2945.726718187332
0.9197555106813955,0.9136630343671417,0.07468501793834895,0.995085995085995,0.995085995085995,2945.726718187332
0.8330310266980182,0.9253981559094719,0.16963084147419735,0.9803439803439803,0.995085995085995,2945.726718187332
0.6398075512748552,0.9312657166806371,0.09167066942694123,0.9901719901719902,0.995085995085995,2945.726718187332
0.3426810844808392,0.9438390611902766,0.08878617627893227,0.9926289926289926,0.995085995085995,2945.726718187332
0.38999747846971133,0.9463537300922046,0.09632790263675108,0.9901719901719902,0.995085995085995,2945.726718187332
0.8042757748480127,0.9103101424979044,0.11855848308110106,0.9877149877149877,0.995085995085995,2945.726718187332
0.3457101452611668,0.9438390611902766,0.22140286969626208,0.972972972972973,0.995085995085995,2945.726718187332
