perturb_level,best_accs
1,0.9911392405063291
2,0.9898734177215189
3,0.9898734177215189
4,0.9898734177215189
5,0.9898734177215189
6,0.9873417721518988
7,0.9860759493670886
8,0.9848101265822785
9,0.9784810126582278
10,0.979746835443038
