perturb_level,best_accs
1,0.8235501862146146
2,0.7887761753442516
3,0.793807817763756
4,0.7326335884685097
5,0.7203612686696977
6,0.706600507731364
7,0.6812642189181699
8,0.6555362116991643
9,0.6152643171806167
10,0.6132846417880037
