perturb_level,best_accs
1,0.9911392405063291
2,0.9898734177215189
3,0.9924050632911392
4,0.9873417721518988
5,0.9873417721518988
6,0.9873417721518988
7,0.9886075949367089
8,0.9848101265822785
9,0.9721518987341772
10,0.920253164556962
