train_loss,train_acc,val_loss,val_acc,best_acc,runtime(s)
0.4105275339404842,0.8153266331658291,0.08513954984744888,0.9685929648241206,0.9899497487437185,11925.548703193665
0.2536394789197187,0.9032663316582915,0.11124511887249186,0.9610552763819096,0.9899497487437185,11925.548703193665
0.30914246825379643,0.8863065326633166,0.1097362275672936,0.9685929648241206,0.9899497487437185,11925.548703193665
0.17044510091444356,0.925251256281407,0.060736222428400724,0.9736180904522613,0.9899497487437185,11925.548703193665
0.14141347530723816,0.9378140703517588,0.0473606657593958,0.9836683417085427,0.9899497487437185,11925.548703193665
0.13583499335931923,0.9447236180904522,0.041680173441795774,0.9824120603015075,0.9899497487437185,11925.548703193665
0.14788971146821378,0.9409547738693468,0.06496085430701362,0.9773869346733668,0.9899497487437185,11925.548703193665
0.16454825321699132,0.9290201005025126,0.04514561535851403,0.9811557788944724,0.9899497487437185,11925.548703193665
0.17658079320087505,0.9258793969849246,0.08345444466282226,0.9761306532663316,0.9899497487437185,11925.548703193665
0.17024383649941366,0.9327889447236181,0.04008362236685452,0.9861809045226131,0.9899497487437185,11925.548703193665
0.20092923985092184,0.925251256281407,0.038847227745377064,0.9886934673366834,0.9899497487437185,11925.548703193665
0.13437944850486577,0.9396984924623115,0.04042473921933137,0.9874371859296482,0.9899497487437185,11925.548703193665
0.14703418132872437,0.9384422110552764,0.03724187792129066,0.9874371859296482,0.9899497487437185,11925.548703193665
0.12939267475204777,0.9478643216080402,0.03958988039117849,0.9861809045226131,0.9899497487437185,11925.548703193665
0.1620440631824073,0.9302763819095478,0.05500608168796276,0.9798994974874372,0.9899497487437185,11925.548703193665
0.1829909453468032,0.9290201005025126,0.056403086757949604,0.9824120603015075,0.9899497487437185,11925.548703193665
0.1487067841536286,0.9390703517587939,0.07783715247326348,0.9736180904522613,0.9899497487437185,11925.548703193665
0.20693285320300478,0.9227386934673367,0.04930784506109033,0.9824120603015075,0.9899497487437185,11925.548703193665
0.1650447000669849,0.9365577889447236,0.04054367163302798,0.9861809045226131,0.9899497487437185,11925.548703193665
0.12541698503200358,0.9478643216080402,0.03412885676768735,0.9899497487437185,0.9899497487437185,11925.548703193665
0.14879004320775593,0.9396984924623115,0.03834470767462299,0.9874371859296482,0.9899497487437185,11925.548703193665
0.1439923604332547,0.9390703517587939,0.04318211409642101,0.9811557788944724,0.9899497487437185,11925.548703193665
0.11081654427048923,0.9541457286432161,0.04655359168513561,0.9811557788944724,0.9899497487437185,11925.548703193665
0.17410052046834973,0.9265075376884422,0.04554855622949041,0.9824120603015075,0.9899497487437185,11925.548703193665
0.15463204667833283,0.9390703517587939,0.056976193314109316,0.9786432160804021,0.9899497487437185,11925.548703193665
0.15912867605162026,0.9365577889447236,0.043102103439346895,0.9886934673366834,0.9899497487437185,11925.548703193665
0.13505435170577698,0.9434673366834171,0.036333326621790736,0.9886934673366834,0.9899497487437185,11925.548703193665
0.1575071904515782,0.9371859296482412,0.03633003364637115,0.9886934673366834,0.9899497487437185,11925.548703193665
0.17842138694814552,0.9365577889447236,0.06103368239985058,0.9811557788944724,0.9899497487437185,11925.548703193665
0.193634051651736,0.9221105527638191,0.03601864930204275,0.9861809045226131,0.9899497487437185,11925.548703193665
0.13538854468342423,0.9428391959798995,0.043425253903359905,0.9849246231155779,0.9899497487437185,11925.548703193665
0.15180746441351334,0.9384422110552764,0.03626065887540027,0.9886934673366834,0.9899497487437185,11925.548703193665
0.15945260183787413,0.9365577889447236,0.06488610996868246,0.9773869346733668,0.9899497487437185,11925.548703193665
0.22329655102683446,0.9139447236180904,0.05591300802876303,0.9824120603015075,0.9899497487437185,11925.548703193665
0.18749189957386658,0.9271356783919598,0.03996349733390719,0.9874371859296482,0.9899497487437185,11925.548703193665
0.18701866776425036,0.9233668341708543,0.04824782447508026,0.9836683417085427,0.9899497487437185,11925.548703193665
0.10692756942440591,0.9528894472361809,0.0504013803254008,0.9811557788944724,0.9899497487437185,11925.548703193665
0.14395518962237702,0.9403266331658291,0.05462620929281354,0.9811557788944724,0.9899497487437185,11925.548703193665
0.1409823056614616,0.946608040201005,0.05278169120054683,0.9824120603015075,0.9899497487437185,11925.548703193665
0.23650480612607008,0.9126884422110553,0.07628373744319562,0.9736180904522613,0.9899497487437185,11925.548703193665
0.1338152024302931,0.9447236180904522,0.051661013928154274,0.9836683417085427,0.9899497487437185,11925.548703193665
0.15199414628965022,0.9371859296482412,0.04512455540179186,0.9849246231155779,0.9899497487437185,11925.548703193665
0.17114471704067297,0.9365577889447236,0.048760125417632035,0.9811557788944724,0.9899497487437185,11925.548703193665
0.17251832987738763,0.9353015075376885,0.10977286875163715,0.9723618090452262,0.9899497487437185,11925.548703193665
0.20570703440968266,0.9271356783919598,0.04755567545925347,0.9874371859296482,0.9899497487437185,11925.548703193665
0.14413551633812524,0.9459798994974874,0.04008686883303678,0.9874371859296482,0.9899497487437185,11925.548703193665
0.1603558966304976,0.9365577889447236,0.041066063386060524,0.9874371859296482,0.9899497487437185,11925.548703193665
0.11623559453426369,0.9528894472361809,0.04004045031195063,0.9874371859296482,0.9899497487437185,11925.548703193665
0.11235835535180329,0.957286432160804,0.03768845789260863,0.9849246231155779,0.9899497487437185,11925.548703193665
0.1801934381057719,0.925251256281407,0.04203996360395572,0.9836683417085427,0.9899497487437185,11925.548703193665
