perturb_level,best_accs
1,0.8123456790123457
2,0.808641975308642
3,0.808641975308642
4,0.7851851851851852
5,0.782716049382716
6,0.774074074074074
7,0.7641975308641975
8,0.7654320987654321
9,0.754320987654321
10,0.7432098765432099
