perturb_level,best_accs
1,0.8250624709914252
2,0.7901319725067452
3,0.763472899635914
4,0.7341614368245917
5,0.6755154672243677
6,0.644029686237049
7,0.620702694704306
8,0.5878831720770413
9,0.5698732435884838
10,0.5709107097430679
