perturb_level,best_accs
1,0.8250624709914252
2,0.8238706209788572
3,0.8233443360654724
4,0.8024569583931134
5,0.7619974616625156
6,0.6680946197405587
7,0.5581905141490634
8,0.4527488321954725
9,0.36987788331071914
10,0.49746192893401014
