perturb_level,best_accs
1,0.9911392405063291
2,0.9569620253164557
3,0.9430379746835443
4,0.9329113924050633
5,0.9164556962025316
6,0.9050632911392406
7,0.8924050632911392
8,0.8873417721518987
9,0.8683544303797468
10,0.8658227848101265
