perturb_level,best_accs
1,0.8250624709914252
2,0.804587736855301
3,0.799095672786164
4,0.7931936158673588
5,0.7893071812717495
6,0.7689292834946923
7,0.7605324517139377
8,0.7716454019570741
9,0.7586256976970633
10,0.7429463760711773
