perturb_level,best_accs
1,0.8230098447610971
2,0.8196525248098746
3,0.8172807056622265
4,0.8251311989292759
5,0.8055947436658096
6,0.81329552141078
7,0.8098054329913349
8,0.8079560429742467
9,0.8199491490523639
10,0.8356014509974486
