perturb_level,best_accs
1,0.9923857868020305
2,0.9454314720812182
3,0.9276649746192893
4,0.9048223350253807
5,0.8959390862944162
6,0.8604060913705583
7,0.850253807106599
8,0.8261421319796954
9,0.8147208121827412
10,0.7956852791878173
