perturb_level,best_accs
1,0.8192228288296555
2,0.8141208660480609
3,0.8214535657599225
4,0.82275481967663
5,0.8069450432517222
6,0.8081977327771178
7,0.8092977944401608
8,0.8247977686092328
9,0.8210572167266187
10,0.8184266377399425
